"Brand_Reg","Model_No","SoldIn","screensize","Screen_Tech","Avg_mode_power","Star","SRI","Labelled energy consumption (kWh/year)","Sold In Aus","screensize_inch","GeneralSize"
"SAMSUNG ELECTRONICS","QA65Q70AAS","Australia,Fiji,New Zealand",163.829,"LCD (LED)",148,"N/A","N/A",543,1,64,"Large"
"SAMSUNG ELECTRONICS","QA65Q80AAW","Australia,Fiji,New Zealand",163.829,"LCD (LED)",203,"N/A","N/A",744,1,64,"Large"
"SAMSUNG ELECTRONICS","QA65Q80AAS","Australia,Fiji,New Zealand",163.829,"LCD (LED)",203,"N/A","N/A",744,1,64,"Large"
"SAMSUNG ELECTRONICS","QA75Q60AAW","Australia,Fiji,New Zealand",189.306,"LCD (LED)",146,"N/A","N/A",536,1,75,"Large"
"SAMSUNG ELECTRONICS","QA75Q60AAS","Australia,Fiji,New Zealand",189.306,"LCD (LED)",146,"N/A","N/A",536,1,75,"Large"
"SAMSUNG ELECTRONICS","QA75Q70AAW","Australia,Fiji,New Zealand",189.306,"LCD (LED)",170,"N/A","N/A",624,1,75,"Large"
"SAMSUNG ELECTRONICS","QA75Q70AAS","Australia,Fiji,New Zealand",189.306,"LCD (LED)",170,"N/A","N/A",624,1,75,"Large"
"SAMSUNG ELECTRONICS","UA43AU8000W","Australia,Fiji,New Zealand",107.95,"LCD (LED)",70,"N/A","N/A",259,1,42,"Large"
"SAMSUNG ELECTRONICS","UA43AU8000S","Australia,Fiji,New Zealand",107.95,"LCD (LED)",70,"N/A","N/A",259,1,42,"Large"
"SAMSUNG ELECTRONICS","UA43AU8000","Australia,Fiji,New Zealand",107.95,"LCD (LED)",70,"N/A","N/A",259,1,42,"Large"
"LG","OLED48A1PTA","Australia,New Zealand",120.721,"OLED",76,"N/A","N/A",280,1,48,"Large"
"LG","OLED48A1PVA","Australia,New Zealand",120.721,"OLED",76,"N/A","N/A",280,1,48,"Large"
"KOGAN","KALED55RT9220SVA","Australia,Fiji,New Zealand",138.783,"LCD (LED)",80.2,"N/A","N/A",320,1,55,"Large"
"KOGAN","LE-55N3","Australia,Fiji,New Zealand",138.783,"LCD (LED)",80.2,"N/A","N/A",320,1,55,"Large"
"KOGAN","LE-55N1","Australia,Fiji,New Zealand",138.783,"LCD (LED)",80.2,"N/A","N/A",320,1,55,"Large"
"KOGAN","LE-55S1","Australia,Fiji,New Zealand",138.783,"LCD (LED)",80.2,"N/A","N/A",320,1,55,"Large"
"KOGAN","LE-55E1","Australia,Fiji,New Zealand",138.783,"LCD (LED)",80.2,"N/A","N/A",320,1,55,"Large"
"KOGAN","LE-55F3","Australia,Fiji,New Zealand",138.783,"LCD (LED)",80.2,"N/A","N/A",320,1,55,"Large"
"SAMSUNG ELECTRONICS","QA50Q80AAS","Australia,Fiji,New Zealand",125.725,"LCD (LED)",128,"N/A","N/A",470,1,49,"Large"
"KOGAN","KALED65RT9210SVA","Australia,Fiji,New Zealand",163.896,"LCD (LED)",91.4,"N/A","N/A",385,1,65,"Large"
"KOGAN","LE-65N3","Australia,Fiji,New Zealand",163.896,"LCD (LED)",91.4,"N/A","N/A",385,1,65,"Large"
"KOGAN","LE-65E1","Australia,Fiji,New Zealand",163.896,"LCD (LED)",91.4,"N/A","N/A",385,1,65,"Large"
"KOGAN","LE-65S1","Australia,Fiji,New Zealand",163.896,"LCD (LED)",91.4,"N/A","N/A",385,1,65,"Large"
"KOGAN","LE-65N1","Australia,Fiji,New Zealand",163.896,"LCD (LED)",91.4,"N/A","N/A",385,1,65,"Large"
"KOGAN","LE-65F3","Australia,Fiji,New Zealand",163.896,"LCD (LED)",91.4,"N/A","N/A",385,1,65,"Large"
"KOGAN","*****65*****","Australia,Fiji,New Zealand",163.896,"LCD (LED)",91.4,"N/A","N/A",385,1,65,"Large"
"SAMSUNG ELECTRONICS","BE43A-H","Australia,Fiji,New Zealand",107.95,"LCD (LED)",69,"N/A","N/A",255,1,42,"Large"
"SAMSUNG ELECTRONICS","BE50A-H","Australia,Fiji,New Zealand",125.725,"LCD (LED)",91,"N/A","N/A",335,1,49,"Large"
"TEAC","LE75L521","Australia,Fiji,New Zealand",189.274,"LCD (LED)",201.04,"7.0","7.0936320793359",750,1,75,"Large"
"SAMSUNG ELECTRONICS","BE55A-H","Australia,Fiji,New Zealand",138.711,"LCD (LED)",84,"N/A","N/A",310,1,55,"Large"
"SAMSUNG ELECTRONICS","BE65A-H","Australia,Fiji,New Zealand",163.829,"LCD (LED)",116,"N/A","N/A",426,1,64,"Large"
"SAMSUNG ELECTRONICS","BE75A-H","Australia,Fiji,New Zealand",189.306,"LCD (LED)",143,"N/A","N/A",525,1,75,"Large"
"HYUNDAI","H75WK31","Australia,Fiji,New Zealand",189.274,"LCD (LED)",201.04,"N/A","N/A",750,1,75,"Large"
"BLAUPUNKT","BP580USG9300","Australia,Fiji,New Zealand",146.068,"LCD (LED)",98.85,"N/A","N/A",370,1,58,"Large"
"SAMSUNG ELECTRONICS","UA50AU8000W","Australia,Fiji,New Zealand",125.725,"LCD (LED)",92,"N/A","N/A",339,1,49,"Large"
"SAMSUNG ELECTRONICS","UA50AU8000S","Australia,Fiji,New Zealand",125.725,"LCD (LED)",92,"N/A","N/A",339,1,49,"Large"
"SAMSUNG ELECTRONICS","UA50AU8000","Australia,Fiji,New Zealand",125.725,"LCD (LED)",92,"N/A","N/A",339,1,49,"Large"
"SAMSUNG ELECTRONICS","UA55AU8000W","Australia,Fiji,New Zealand",138.711,"LCD (LED)",111,"N/A","N/A",408,1,55,"Large"
"SAMSUNG ELECTRONICS","UA55AU8000S","Australia,Fiji,New Zealand",138.711,"LCD (LED)",111,"N/A","N/A",408,1,55,"Large"
"SAMSUNG ELECTRONICS","UA55AU8000","Australia,Fiji,New Zealand",138.711,"LCD (LED)",111,"N/A","N/A",408,1,55,"Large"
"SAMSUNG ELECTRONICS","UA65AU8000W","Australia,Fiji,New Zealand",163.829,"LCD (LED)",117,"N/A","N/A",430,1,64,"Large"
